Managed Area Name,Burn Unit Name,Latitude,Longitude,Start Date,End Date,Type of Burn,Total Acres of Burn,TNC Acres Burned,Other Landowner,Rural or Urban,Burn Lead,StateName,BurnComplexity
Konza Prairie,K1A and C15B,39.11,-96.57,3/1/2021,3/1/2021,Broadcast,470.43,470.43,,Rural,"[""Other (NGO partner, Fire Department etc)""]",Kansas,Medium
Orton Creek,Fisher 3,33.99003,-78.04352,3/2/2021,3/2/2021,Broadcast,9,9,,Rural,"[""TNC""]",North Carolina,Medium
Orton Creek,Flytrap Gardens,33.98197,-78.05056,3/2/2021,3/2/2021,Broadcast,30,30,,Rural,"[""TNC""]",North Carolina,Medium
Orton Creek,Fisher 2,33.99003,-78.04352,3/2/2021,3/2/2021,Broadcast,46,46,,Rural,"[""TNC""]",North Carolina,Medium
Wah-Kon-Tah Prairie ,WKT6W/6E ,37.89279967,-93.99908411,3/2/2021,3/2/2021,Broadcast,125,125,,Rural,"[""Government Agency""]",Missouri,Medium
Tallgrass Prairie Preserve,Spring Trap East,36.85521,-96.418583,3/3/2021,3/3/2021,Broadcast,249,249,,Rural,"[""TNC""]",Oklahoma,Low
Spring Green Preserve,Spring Green West Bluff %231 and %233,43.21040372,-90.08732571,3/4/2021,3/4/2021,Broadcast,22,22,,Rural,"[""TNC""]",Wisconsin,Low
Myrtle Head,South,34.1389,-78.5002,3/4/2021,3/4/2021,Broadcast,34,34,,Rural,"[""TNC""]",North Carolina,Medium
Pine Knot,G1,32.406556,-84.653296,3/4/2021,3/4/2021,Broadcast,97,97,,Rural,"[""TNC""]",Georgia,Medium
Quewhiffle Preserve,Unit 3 & Unit 4,35.061,-79.427,3/4/2021,3/4/2021,Broadcast,137,137,,Rural,"[""TNC""]",North Carolina,Low
Konza Prairie,"K20A, C3SC",39.1,-96.57,3/4/2021,3/4/2021,Broadcast,519.42,519.42,,Rural,"[""Other (NGO partner, Fire Department etc)""]",Kansas,Medium
Spring Green Preserve,Non-broadcast burn ,43.2124141,-90.06537501,3/4/2021,3/4/2021,Non-broadcast,,,,Rural,"[""TNC""]",Wisconsin,Low
Kankakee Sands - Efroymson Restoration,J Southeast,41.04729852,-87.47365001,3/5/2021,3/5/2021,Broadcast,163,163,,Rural,"[""TNC""]",Indiana,Low
Konza Prairie,"C1A, C3C, White Pasture",39.08,-96.54,3/5/2021,3/5/2021,Broadcast,896.73,896.73,,Rural,"[""Other (NGO partner, Fire Department etc)""]",Kansas,Medium
Kankakee Sands - Efroymson Restoration,C East,41.0829163,-87.40110533,3/6/2021,3/6/2021,Broadcast,107,107,,Rural,"[""TNC""]",Indiana,Low
Kankakee Sands - Efroymson Restoration,J Mitigation Bank,41.05386753,-87.47140416,3/7/2021,3/7/2021,Broadcast,100,100,,Rural,"[""TNC""]",Indiana,Low
Splinter Hill Bog,Units 1 & 2,31.00409152,-87.7076813,3/7/2021,3/7/2021,Broadcast,247,247,,Rural,"[""TNC""]",Alabama,Medium
Nickel Preserve,Triangle Unit,36.01747,-94.85857,3/7/2021,3/7/2021,Broadcast,"1,023","1,023",,Rural,"[""TNC""]",Oklahoma,Low
Twin Creek Valley,Blankenbaker,38.67097799,-86.22870323,3/8/2021,3/8/2021,Broadcast,65,65,,Rural,"[""TNC""]",Indiana,Low
Nassawango Creek Preserve,"NC8, NC20, NC21, NC22, NC109, NC110",38.28997951,-75.46115353,3/8/2021,3/8/2021,Broadcast,435,435,,Rural,"[""TNC""]",Maryland,Medium
Blue Boggy Preserve,SW-1,34.50254,-96.60595,3/8/2021,3/8/2021,Broadcast,515,515,,Rural,"[""Contractor""]",Oklahoma,Low
Tiger Creek Preserve,"QURU 1, 2b",27.87037813,-81.50466325,3/9/2021,3/9/2021,Broadcast,34,34,,Rural,"[""TNC""]",Florida,Low
Piney Grove Preserve,Units 3/30,36.97352547,-77.07049382,3/9/2021,3/9/2021,Broadcast,104,104,,Rural,"[""TNC""]",Virginia,Low
Lorance Creek NA,North,34.58568493,-92.24937329,3/9/2021,3/9/2021,Broadcast,130,130,,Rural,"[""TNC""]",Arkansas,Medium
Tiger Creek Preserve,QURU 2d,27.86730515,-81.50020005,3/10/2021,3/10/2021,Broadcast,70,70,,Rural,"[""TNC""]",Florida,Low
Pemberton Forest,"Ponders units 2, 3",38.80061349,-75.35329247,3/10/2021,3/10/2021,Broadcast,78,78,,Rural,"[""TNC""]",Delaware,Medium
Piney Grove Preserve,Units 2/31/48,36.97225231,-77.07504571,3/10/2021,3/10/2021,Broadcast,242,242,,Rural,"[""TNC""]",Virginia,Low
Calloway Preserve,Unit 2,35.010193,-79.302927,3/11/2021,3/11/2021,Broadcast,0.5,0.5,,Rural,"[""TNC""]",North Carolina,Medium
Nachusa Grasslands,Senger,41.88892198,-89.36141517,3/12/2021,3/12/2021,Broadcast,27,27,,Rural,"[""TNC""]",Illinois,Low
Conrad Station Savanna,A7 (Conrad 97),41.10485132,-87.43463913,3/12/2021,3/12/2021,Broadcast,77,77,,Rural,"[""TNC""]",Indiana,Low
Nachusa Grasslands,Meiners Wetlands,41.88752945,-89.35871355,3/12/2021,3/12/2021,Broadcast,85,85,,Rural,"[""TNC""]",Illinois,Low
Broxton Rocks,17,31.739388,-82.843227,3/12/2021,3/12/2021,Broadcast,155,155,"[""State/Local Government""]",Rural,"[""TNC""]",Georgia,Medium
Nachusa Grasslands,Main North,41.8866657,-89.36060794,3/13/2021,3/13/2021,Broadcast,150,150,,Rural,"[""TNC""]",Illinois,Low
Strawberry River Preserve,South,36.09206966,-91.50525445,3/16/2021,3/16/2021,Broadcast,275,275,,Rural,"[""TNC""]",Arkansas,Medium
Disney Wilderness Preserve,Reedy Creek Central and South,28.10274165,-81.39314773,3/17/2021,3/17/2021,Broadcast,400,400,,Rural,"[""TNC""]",Florida,Low
Splinter Hill Bog,4E,31.0138388,-87.69802535,3/19/2021,3/19/2021,Broadcast,79,79,,Rural,"[""TNC""]",Alabama,Medium
Nachusa Grasslands,CCK East,41.88893517,-89.36032975,3/19/2021,3/19/2021,Broadcast,130,130,,Rural,"[""TNC""]",Illinois,Low
Spring Green Preserve,Spring Green East Bluff %232 and sub-units 3 and 4,43.2032984,-90.05608096,3/19/2021,3/19/2021,Broadcast,141,141,,Rural,"[""TNC""]",Wisconsin,Medium
Tallgrass Prairie Preserve,West John Lee Northeast,36.842186,-96.37179,3/19/2021,3/19/2021,Broadcast,292,292,,Rural,"[""TNC""]",Oklahoma,Low
Rock Hill Preserve,Rock Hill,30.73989836,-85.48823716,3/19/2021,3/19/2021,Broadcast,384,384,,Urban,"[""TNC""]",Florida,Low
Disney Wilderness Preserve,3S,28.09941029,-81.4048207,3/19/2021,3/19/2021,Broadcast,550,550,,Rural,"[""TNC""]",Florida,Low
Nachusa Grasslands,Big Jump E by Lowden,41.88867959,-89.36084473,3/20/2021,3/20/2021,Broadcast,30,30,,Rural,"[""TNC""]",Illinois,Low
Houghton Lake ,Blanding's Unit,41.23328969,-86.45797872,3/20/2021,3/20/2021,Broadcast,60,60,,Rural,"[""TNC""]",Indiana,Low
Spring Green Preserve,Spring Green West BU %2314,43.20822155,-90.08805484,3/20/2021,3/20/2021,Broadcast,76,76,,Rural,"[""TNC""]",Wisconsin,Medium
Nachusa Grasslands,Big Jump Main,41.88829621,-89.36050141,3/20/2021,3/20/2021,Broadcast,227,227,,Rural,"[""TNC""]",Illinois,Medium
Pulltite,Pulltite,37.33058772,-91.4795966,3/21/2021,3/21/2021,Broadcast,577,90,,Rural,"[""Government Agency""]",Missouri,Medium
Albany Pinebush Preserve,Toast,42.7185919,-73.8647979,3/22/2021,3/22/2021,Broadcast,7.5,6.6,"[""State/Local Government""]",Urban,"[""Government Agency""]",New York,Medium
Splinter Hill Bog,8NE,30.99584464,-87.70959908,3/22/2021,3/22/2021,Broadcast,20,20,,Rural,"[""TNC""]",Alabama,Medium
Sideling Hill Creek,SHC1,39.71516071,-78.30516288,3/22/2021,3/22/2021,Broadcast,35.5,35.5,,Rural,"[""TNC""]",Maryland,Medium
Nachusa Grasslands,Big Jump West,41.8885518,-89.3603944,3/22/2021,3/22/2021,Broadcast,70,65,"[""Private""]",Rural,"[""TNC""]",Illinois,Medium
Nachusa Grasslands,Holland Prairie,41.88820798,-89.36084473,3/22/2021,3/22/2021,Broadcast,100,100,,Rural,"[""TNC""]",Illinois,Low
Fairlawn B1,"5,6,7",33.0237633,-79.70888884,3/22/2021,3/22/2021,Broadcast,357,357,,Rural,"[""TNC""]",South Carolina,Medium
Pine Knot,H7,32.406556,-84.653296,3/22/2021,3/22/2021,Broadcast,393,393,,Rural,"[""TNC""]",Georgia,Medium
Lower Chrome Barrens,Units 1-5,39.72704327,-75.93365276,3/23/2021,3/23/2021,Broadcast,7,7,,Rural,"[""TNC""]",Pennsylvania,Low
Albany Pinebush Preserve,Witch's Hat & Sherwood Forest,42.7188,-73.8639,3/23/2021,3/23/2021,Broadcast,22.6,9.6,,Urban,"[""Government Agency""]",New York,Medium
Fairlawn B1,8,33.03142716,-79.71150671,3/23/2021,3/23/2021,Broadcast,115,115,,Rural,"[""TNC""]",South Carolina,Medium
Shaken Creek,Holy Grail,34.5816,-77.6531,3/23/2021,3/23/2021,Broadcast,148,148,,Rural,"[""TNC""]",North Carolina,Medium
Quewhiffle Preserve,Unit 5,35.05705,-79.43045,3/24/2021,3/24/2021,Broadcast,70,70,,Rural,"[""TNC""]",North Carolina,Low
Fairlawn B1,9,33.03437739,-79.69210897,3/24/2021,3/24/2021,Broadcast,125,125,,Rural,"[""TNC""]",South Carolina,Medium
Wambaw Tract,1,33.170048,-79.464875,3/25/2021,3/25/2021,Broadcast,101,101,,Rural,"[""TNC""]",South Carolina,Medium
Kentucky River Palisades,Dupree,37.81479,-84.68512,3/29/2021,3/29/2021,Broadcast,57,57,,Rural,"[""TNC""]",Kentucky,Medium
Warren Prairie NA,Big North,33.58379052,-91.97789082,3/29/2021,3/29/2021,Broadcast,857,410,"[""State/Local Government""]",Rural,"[""TNC""]",Arkansas,Medium
Green River ,Davis Bend Front Field ,37.30569,-85.72002,3/30/2021,3/30/2021,Broadcast,6,6,,Rural,"[""TNC""]",Kentucky,Medium
Tiger Creek Preserve,PFUN 12a,27.81937816,-81.47844197,3/30/2021,3/30/2021,Broadcast,45,45,,Rural,"[""TNC""]",Florida,Low
Nachusa Grasslands,Sand Farm,41.8885518,-89.35917745,3/30/2021,3/30/2021,Broadcast,151,80,,Rural,"[""TNC""]",Illinois,Low
Crooked Creek Preserve,Baker,42.83467928,-88.4973645,3/31/2021,3/31/2021,Broadcast,31,31,,Rural,"[""TNC""]",Wisconsin,Medium
Dancing Prairie ,Dancing Prairie SE 2021,48.9362314,-115.0713073,3/31/2021,3/31/2021,Broadcast,150,150,,Rural,"[""Government Agency""]",Montana,Medium
Nachusa Grasslands,Hotchkiss Nichols,41.88829621,-89.36032975,3/31/2021,3/31/2021,Broadcast,326,206,"[""Private""]",Rural,"[""TNC""]",Illinois,Medium
Tallgrass Prairie Preserve,Bison Loop,36.820771,-96.459708,3/31/2021,3/31/2021,Broadcast,"1,711","1,711",,Rural,"[""TNC""]",Oklahoma,Low
Pickerel Lake,Fen Unit,42.80276568,-88.43917198,4/1/2021,4/1/2021,Broadcast,230,145,"[""Private""]",Rural,"[""TNC""]",Wisconsin,Medium
Konza Prairie,"HQABC, R1A",39.1,-96.61,4/1/2021,4/1/2021,Broadcast,230.65,230.65,,Rural,"[""Other (NGO partner, Fire Department etc)""]",Kansas,Medium
Nachusa Grasslands,Stonebarn Savanna,41.88842976,-89.36014078,4/1/2021,4/1/2021,Broadcast,300,300,,Rural,"[""TNC""]",Illinois,Medium
Tallgrass Prairie National Preserve,Two Section/East Trap,38.4189762,-96.53663361,4/1/2021,4/1/2021,Broadcast,"1,640","1,640",,Rural,"[""Government Agency""]",Kansas,Medium
Pickerel Lake,Citizens Bank Unit,42.80255832,-88.4473252,4/2/2021,4/2/2021,Broadcast,55,55,,Rural,"[""TNC""]",Wisconsin,Medium
Driftwood,"1,5,17",32.919825,-79.694681,4/2/2021,4/2/2021,Broadcast,162,162,,Rural,"[""TNC""]",South Carolina,Medium
South Beaver Creek Preserve,Turtle,36.3562,-81.47703,4/3/2021,4/3/2021,Broadcast,16,16,,Rural,"[""TNC""]",North Carolina,Low
Warren Prairie NA,Southcentral ,33.56253344,-91.96336398,4/3/2021,4/3/2021,Broadcast,417,40,"[""State/Local Government""]",Rural,"[""TNC""]",Arkansas,Medium
Hemlock Draw Preserve,Hemlock North grasslands,43.37077285,-89.93945863,4/3/2021,4/3/2021,Broadcast,45,45,,Rural,"[""TNC""]",Wisconsin,Medium
Calloway Preserve,Unit 14,35.033312,-79.289323,4/3/2021,4/3/2021,Broadcast,80,80,,Rural,"[""TNC""]",North Carolina,Medium
Niobrara Valley Preserve,East Bison Corral,42.77526256,-100.0406198,4/3/2021,4/3/2021,Broadcast,146,146,,Rural,"[""TNC""]",Nebraska,Medium
Fairlawn B1,"2,3,4",33.03135,-79.689288,4/3/2021,4/3/2021,Broadcast,215,215,,Rural,"[""TNC""]",South Carolina,Medium
Nachusa Grasslands,201,41.88777458,-89.36036082,4/4/2021,4/4/2021,Broadcast,22,22,,Rural,"[""TNC""]",Illinois,Low
Warren Prairie NA,Cuthbertson,33.56859466,-91.95930848,4/4/2021,4/4/2021,Broadcast,130,40,,Rural,"[""TNC""]",Arkansas,Medium
Nachusa Grasslands,Big Woods,41.88796462,-89.360056,4/4/2021,4/4/2021,Broadcast,186,186,,Rural,"[""TNC""]",Illinois,Medium
Land of the Swamp White Oak,Holliday,41.49,-91.3143767,4/5/2021,4/5/2021,Broadcast,60,60,,Rural,"[""Government Agency""]",Iowa,Medium
Brown County Hills - Hitz Rhodehamel Woods,Reeves,39.24214852,-86.23493645,4/5/2021,4/5/2021,Broadcast,74,74,,Rural,"[""TNC""]",Indiana,Low
Warm Springs Mountain,Bear Loop,37.963229,-79.828795,4/5/2021,4/5/2021,Broadcast,165,165,,Rural,"[""TNC""]",Virginia,Medium
Emiquon,Unit 4,40.36637325,-90.0543567,4/5/2021,4/5/2021,Broadcast,258,258,,Rural,"[""TNC""]",Illinois,Medium
Silver Run Preserve,Happy Hollow,35.07035,-83.05687,4/5/2021,4/5/2021,Broadcast,387,387,,Rural,"[""TNC""]",North Carolina,Medium
Kankakee Sands - Efroymson Restoration,Bogus Island,41.04948921,-87.45947435,4/6/2021,4/6/2021,Broadcast,9,9,,Rural,"[""TNC""]",Indiana,Low
Pinehill Preserve,Unit 1,35.045221,-79.373931,4/6/2021,4/6/2021,Broadcast,18,18,,Rural,"[""TNC""]",North Carolina,Low
Spunky Bottoms,Randall Hill Prairie,39.87346177,-90.59337342,4/6/2021,4/6/2021,Broadcast,20,20,,Rural,"[""Contractor""]",Illinois,Low
Nachusa Grasslands,Soderholm Vassalo ,41.99141089,-89.4832393,4/6/2021,4/6/2021,Broadcast,120,120,,Rural,"[""TNC""]",Illinois,Low
Kankakee Sands,Tallmadge NE,41.10775906,-87.54166329,4/6/2021,4/6/2021,Broadcast,126,126,,Rural,"[""TNC""]",Illinois,Medium
Bibb County Glades,Confluence,33.04650043,-87.0338353,4/6/2021,4/6/2021,Broadcast,665,575,"[""Private""]",Rural,"[""TNC""]",Alabama,Medium
Albany Pinebush Preserve,Chainsaw & Cupcake,42.7188,-73.8639,4/7/2021,4/7/2021,Broadcast,74.2,13.8,,Urban,"[""Government Agency""]",New York,Medium
Roberta Case Pine Hills Preserve,Unit 2,32.65747377,-86.61799634,4/7/2021,4/7/2021,Broadcast,177,125,"[""Private""]",Rural,"[""TNC""]",Alabama,Medium
Piney Grove Preserve and Big Woods WMA,PGP 51 / BW1+5,36.95905555,-77.048607,4/8/2021,4/8/2021,Broadcast,255,43,,Rural,"[""TNC""]",Virginia,Low
Konza Prairie,"K1B, K4B",39.09,-96.56,4/9/2021,4/9/2021,Broadcast,449,449,,Rural,"[""Other (NGO partner, Fire Department etc)""]",Kansas,Medium
Dunn Ranch ,Six Hundred (North Half),40.48345511,-94.07468731,4/11/2021,4/11/2021,Broadcast,303,303,,Rural,"[""TNC""]",Missouri,Medium
Tallgrass Prairie Preserve,Leahy & Stuart,36.768397,-96.342582,4/11/2021,4/11/2021,Broadcast,"3,223","1,562","[""Private""]",Rural,"[""TNC""]",Oklahoma,Low
Dunn Ranch ,Bison N,40.49310869,-94.09226338,4/12/2021,4/12/2021,Broadcast,17,17,,Rural,"[""TNC""]",Missouri,Medium
Calloway Preserve,Unit 18,35.038204,-79.27917,4/12/2021,4/12/2021,Broadcast,53,53,,Rural,"[""TNC""]",North Carolina,Low
Piney Grove Preserve,Units 13/14/16,36.96224008,-77.09066689,4/12/2021,4/12/2021,Broadcast,166,166,,Rural,"[""TNC""]",Virginia,Low
Calloway Preserve,Unit 27,35.038204,-79.27917,4/12/2021,4/12/2021,Broadcast,230,230,,Rural,"[""TNC""]",North Carolina,Medium
Konza Prairie,"N1a,K4A,N20B&A,N2B,N4D,N1B",39.08,-96.58,4/12/2021,4/12/2021,Broadcast,"1,702","1,702",,Rural,"[""Other (NGO partner, Fire Department etc)""]",Kansas,Medium
Flint Hills Prairie Preserve,Spring South,38.03525923,-96.51618445,4/12/2021,4/12/2021,Broadcast,"1,948","1,948",,Rural,"[""Ag Tenant""]",Kansas,Medium
Hemlock Draw Preserve,Hemlock South grasslands,43.35340192,-89.9350675,4/13/2021,4/13/2021,Broadcast,24,24,,Rural,"[""TNC""]",Wisconsin,Medium
Dunn Ranch ,Six Hundred (SE Corner),40.47673656,-94.06351828,4/13/2021,4/13/2021,Broadcast,40.75,40.75,,Rural,"[""TNC""]",Missouri,Medium
Piney Grove Preserve,Units 38/42,36.98261055,-77.08072735,4/13/2021,4/13/2021,Broadcast,156,156,,Rural,"[""TNC""]",Virginia,Low
Piney Grove Preserve,Units 7/28,36.97126258,-77.05950749,4/13/2021,4/13/2021,Broadcast,225,225,,Rural,"[""TNC""]",Virginia,Low
Weaver Dunes,Northeast,44.2628,-91.9193,4/14/2021,4/14/2021,Broadcast,50,48,"[""Private""]",Rural,"[""TNC""]",Minnesota,Low
Spring Green Preserve,Walnut Valley sub-unit %231,43.21219543,-90.06506913,4/14/2021,4/14/2021,Broadcast,58,58,,Rural,"[""TNC""]",Wisconsin,Medium
Platte River Prairies,Derr Wetlands,40.73166893,-98.58564382,4/14/2021,4/14/2021,Broadcast,86,86,,Rural,"[""TNC""]",Nebraska,Low
Nachusa Grasslands,Dots,41.88835816,-89.36292232,4/15/2021,4/15/2021,Broadcast,18,18,,Rural,"[""TNC""]",Illinois,Low
Platte River Prairies,Research Plots,40.74340766,-98.59042849,4/15/2021,4/15/2021,Broadcast,23,23,,Rural,"[""TNC""]",Nebraska,Low
Nachusa Grasslands,Walkup,41.8885518,-89.36153138,4/15/2021,4/15/2021,Broadcast,25,25,,Rural,"[""TNC""]",Illinois,Low
Thomas Pasture,Thomas Pasture West,42.99821461,-89.92101864,4/15/2021,4/15/2021,Broadcast,29,29,,Rural,"[""TNC""]",Wisconsin,Medium
Weaver Dunes,S Dubray,44.2513,-91.9438,4/15/2021,4/15/2021,Broadcast,36,36,,Rural,"[""TNC""]",Minnesota,Low
Sandy Island,"3,4,5,6",33.573752,-79.116497,4/15/2021,4/15/2021,Broadcast,450,450,,Rural,"[""TNC""]",South Carolina,Medium
Kankakee Sands  - Efroymson Restoration,F East,41.06455949,-87.43736253,4/15/2021,4/15/2021,Broadcast,484,484,,Rural,"[""TNC""]",Indiana,Low
Tallgrass Prairie Preserve,Osage Ranch & Mashunkashey,36.74559,-96.340504,4/15/2021,4/15/2021,Broadcast,"2,050","1,524","[""Private""]",Rural,"[""TNC""]",Oklahoma,Low
Nachusa Grasslands,Holland Savanna,41.88829621,-89.36084473,4/16/2021,4/16/2021,Broadcast,40,40,,Rural,"[""TNC""]",Illinois,Low
Conrad Station Savanna,Unit 4,41.10601492,-87.44303384,4/16/2021,4/16/2021,Broadcast,40,40,,Rural,"[""TNC""]",Indiana,Low
Calloway Preserve,Calloway 28,35.0438567,-79.2828909,4/16/2021,4/16/2021,Broadcast,48,48,,Rural,"[""TNC""]",North Carolina,Low
Weaver Dunes,Southwest,44.2511,-91.9294,4/16/2021,4/16/2021,Broadcast,164,164,,Rural,"[""TNC""]",Minnesota,Medium
Thomson Prairie,"Z and F Unit, Homson MNJH",42.99257572,-89.82704387,4/16/2021,4/16/2021,Broadcast,267,267,,Rural,"[""TNC""]",Wisconsin,Medium
Disney Wilderness Preserve,4,28.10107598,-81.42610671,4/16/2021,4/16/2021,Broadcast,422,422,,Urban,"[""TNC""]",Florida,Low
Nachusa Grasslands,Main E,41.88735643,-89.35947144,4/17/2021,4/17/2021,Broadcast,20,20,,Rural,"[""TNC""]",Illinois,Low
Montana Forests,LBC HF10,46.96376301,-113.536683,4/17/2021,4/17/2021,Broadcast,550,50,"[""Federal Government"",""Private""]",Rural,"[""Government Agency""]",Montana,High
Lulu Lake Preserve,Lulu Lake,42.83094345,-88.45525619,4/18/2021,4/18/2021,Broadcast,290,290,,Rural,"[""TNC""]",Wisconsin,Medium
Eller Seep Preserve,Unit 1,34.993115,-83.753135,4/19/2021,4/19/2021,Broadcast,5,5,,Rural,"[""TNC""]",North Carolina,Medium
Oak Ridge Ravines ,Northwest,33.7196475,-93.84899983,4/19/2021,4/19/2021,Broadcast,100,100,,Rural,"[""TNC""]",Arkansas,Medium
Tallgrass Prairie Preserve,Roy's Trap East,36.859712,-96.412557,4/19/2021,4/19/2021,Broadcast,122,122,,Rural,"[""TNC""]",Oklahoma,Low
Anderson County Prairie,Unit 3 - North PBG,38.17637937,-95.2648803,4/19/2021,4/19/2021,Broadcast,225,225,,Rural,"[""Other (NGO partner, Fire Department etc)""]",Kansas,Medium
Bluff Mountain Preserve,Cowface & Edwards,36.39685,-81.5546,4/20/2021,4/20/2021,Broadcast,85,85,,Rural,"[""TNC""]",North Carolina,Medium
Bibb County Glades,Unit 7.1,33.03792892,-87.04871619,4/20/2021,4/20/2021,Broadcast,89,89,,Rural,"[""TNC""]",Alabama,Medium
Pembina Trail SNA,Grids,47.68196121,-96.36789048,4/21/2021,4/21/2021,Broadcast,5,5,,Rural,"[""TNC""]",Minnesota,Low
Land of the Swamp White Oak,Maytag,41.38750179,-91.3143767,4/21/2021,4/21/2021,Broadcast,40,40,,Rural,"[""TNC""]",Iowa,Medium
Tallgrass Prairie Preserve,Hiking Trail  ,36.851991,-96.432283,4/21/2021,4/21/2021,Broadcast,677,677,,Rural,"[""TNC""]",Oklahoma,Low
Tallgrass Prairie Preserve,East Home & Sellers,36.825102,-96.423146,4/21/2021,4/21/2021,Broadcast,"3,727","3,186","[""Private""]",Rural,"[""TNC""]",Oklahoma,Low
Kankakee Sands Macrosite,Nursery Beds,41.03618041,-87.41763442,4/22/2021,4/22/2021,Broadcast,2.9,2.9,,Rural,"[""TNC""]",Indiana,Low
Hemlock Draw Preserve,Hemlock North,43.36594077,-89.93886806,4/22/2021,4/22/2021,Broadcast,65,65,,Rural,"[""TNC""]",Wisconsin,Medium
Rattlesnake Ridge NA,Hiking Area,34.84029023,-92.52058464,4/22/2021,4/22/2021,Broadcast,90,90,,Urban,"[""TNC""]",Arkansas,Medium
Apalachicola Bluffs and Ravines Preserve,"31-34, 36",30.48664242,-84.97147204,4/22/2021,4/22/2021,Broadcast,365,365,,Rural,"[""TNC""]",Florida,Low
Konza Prairie,"SPA&B,2C, 1D, 2D",39.07,-96.57,4/22/2021,4/22/2021,Broadcast,449.86,449.86,,Rural,"[""Other (NGO partner, Fire Department etc)""]",Kansas,Medium
Tallgrass Prairie Preserve,"Pond Creek, Mary L, & Greeley",36.88062,-96.388581,4/22/2021,4/22/2021,Broadcast,"1,779",967,,Rural,"[""TNC""]",Oklahoma,Low
Bibb County Glades,Goat Glades,33.05887647,-87.03883225,4/23/2021,4/23/2021,Broadcast,65,65,,Rural,"[""TNC""]",Alabama,Medium
Smoky Valley Ranch,West School House Pasture North,38.843351,-101.014227,4/23/2021,4/23/2021,Broadcast,84,84,,Rural,"[""Government Agency""]",Kansas,Low
Smoky Valley Ranch,West School House Pasture South,38.818291,-101.008124,4/23/2021,4/23/2021,Broadcast,85,85,,Rural,"[""Government Agency""]",Kansas,Low
"Piney Grove Preserve, Big Woods WMA, Big Woods SF",Seacourrie Complex,36.95369859,-77.05691892,4/23/2021,4/23/2021,Broadcast,"2,470","1,080","[""State/Local Government""]",Rural,"[""TNC""]",Virginia,Low
John E. Williams Preserve,Beaches,47.5390057,-100.7785666,4/24/2021,4/24/2021,Broadcast,5,5,,Urban,"[""TNC""]",North Dakota,Low
Tallgrass Prairie Preserve,Hubble Horse Trap,36.75091,-96.362424,4/24/2021,4/24/2021,Broadcast,38,38,,Rural,"[""TNC""]",Oklahoma,Low
Lake Johanna Esker,South Esker,45.429,-95.2052,4/24/2021,4/24/2021,Broadcast,65,65,,Rural,"[""TNC""]",Minnesota,Low
Platte River Prairies,Caveny,40.78028697,-98.4995707,4/24/2021,4/24/2021,Broadcast,70,70,,Rural,"[""TNC""]",Nebraska,Low
Bluestem Prairie,Fuchs 10,46.78653075,-96.47886956,4/24/2021,4/24/2021,Broadcast,112,112,,Rural,"[""TNC""]",Minnesota,Low
Bluestem Prairie,Fuchs 15-1,46.77183628,-96.47389138,4/24/2021,4/24/2021,Broadcast,236,236,,Rural,"[""TNC""]",Minnesota,Low
Kankakee Sands Macrosite,H Northwest,41.06874447,-87.41302416,4/25/2021,4/25/2021,Broadcast,160,160,,Rural,"[""TNC""]",Indiana,Low
Hemlock Draw Preserve,Hemlock South,43.35773681,-89.93882606,4/25/2021,4/25/2021,Broadcast,205,200,"[""Private""]",Rural,"[""TNC""]",Wisconsin,Medium
Ohoopee Dunes,"2,3, and DNR",32.634473,-82.437642,4/26/2021,4/26/2021,Broadcast,326,172,"[""State/Local Government""]",Rural,"[""TNC""]",Georgia,Medium
Tannersville Cranberry Bog,"Units 3, 4 and 5",41.03509532,-75.26023786,4/27/2021,4/27/2021,Broadcast,12,12,,Rural,"[""TNC""]",Pennsylvania,Low
Cheraw State Park,E4/E5,34.610425,-79.907783,4/27/2021,4/27/2021,Broadcast,143,143,,Rural,"[""TNC""]",South Carolina,Medium
Nassawango Creek Preserve,"NC10, NC14, NC115, NC116, NC117, NC118",38.27134317,-75.4656199,4/27/2021,4/27/2021,Broadcast,210.55,210.55,,Rural,"[""TNC""]",Maryland,Medium
Tallgrass Prairie Preserve,Sand Creek Northwest,36.874939,-96.433854,4/27/2021,4/27/2021,Broadcast,305,305,,Rural,"[""TNC""]",Oklahoma,Low
Bluestem Prairie,Training Unit 2,46.84705902,-96.47511447,4/28/2021,4/28/2021,Broadcast,6,6,,Rural,"[""TNC""]",Minnesota,Low
Bluestem Prairie,Training Unit 3,46.84601702,-96.47502864,4/28/2021,4/28/2021,Broadcast,10,10,,Rural,"[""TNC""]",Minnesota,Low
Broken Kettle Grasslands,Corral Unit,42.71677283,-96.5883627,4/28/2021,4/28/2021,Broadcast,12,12,,Rural,"[""TNC""]",Iowa,Medium
Schaefer Prairie,South,44.718,-94.3014,4/28/2021,4/28/2021,Broadcast,82,82,,Rural,"[""TNC""]",Minnesota,Low
